image_id,label
ISIC_0053750,2
ISIC_0070392,5
ISIC_0000275,5
ISIC_0067371,5
ISIC_0033767,5
ISIC_0071003,1
ISIC_0014501_downsampled,4
ISIC_0029796,5
ISIC_0028376,2
ISIC_0065837,5
ISIC_0034017,5
ISIC_0072433,1
ISIC_0033854,2
ISIC_0059565,5
ISIC_0072784,2
ISIC_0054672,5
ISIC_0057880,2
ISIC_0009877,5
ISIC_0057145,0
ISIC_0000237,5
ISIC_0027201,5
ISIC_0062132,5
ISIC_0032458,5
ISIC_0030779,5
ISIC_0026202,5
ISIC_0031479,4
ISIC_0053740,4
ISIC_0057070,5
ISIC_0069059,4
ISIC_0024991,5
ISIC_0062103,4
ISIC_0027584,2
ISIC_0030041,5
ISIC_0027609,1
ISIC_0030662,5
ISIC_0032791,5
ISIC_0013304_downsampled,5
ISIC_0056663,4
ISIC_0031387,5
ISIC_0060151,1
ISIC_0069619,5
ISIC_0032662,4
ISIC_0070877,0
ISIC_0064503,4
ISIC_0000361,5
ISIC_0028500,5
ISIC_0061907,1
ISIC_0013758_downsampled,5
ISIC_0069705,4
ISIC_0034205,4
ISIC_0065846,1
ISIC_0061294,0
ISIC_0031647,5
ISIC_0071543,7
ISIC_0012397_downsampled,2
ISIC_0066518,4
ISIC_0066345,2
ISIC_0063850,5
ISIC_0067930,5
ISIC_0053981,4
ISIC_0026895,2
ISIC_0009898,4
ISIC_0007141_downsampled,5
ISIC_0058534,5
ISIC_0027019,5
ISIC_0071871,2
ISIC_0033670,4
ISIC_0031733,5
ISIC_0053558,1
ISIC_0072272,5
ISIC_0069472,2
ISIC_0031377,4
ISIC_0026029,5
ISIC_0056359,5
ISIC_0013843_downsampled,5
ISIC_0069566,5
ISIC_0057211,4
ISIC_0071302,5
ISIC_0071585,5
ISIC_0053833,5
ISIC_0056092,4
ISIC_0032224,5
ISIC_0000132_downsampled,5
ISIC_0053573,6
ISIC_0032191,5
ISIC_0000136_downsampled,5
ISIC_0063237,2
ISIC_0071756,6
ISIC_0024908,5
ISIC_0000128_downsampled,5
ISIC_0026126,5
ISIC_0061830,6
ISIC_0030112,5
ISIC_0025525,5
ISIC_0073016,4
ISIC_0026459,5
ISIC_0027792,5
ISIC_0062098,4
ISIC_0059270,4
ISIC_0065947,4
ISIC_0062024,0
ISIC_0025090,5
ISIC_0070756,4
ISIC_0070184,5
ISIC_0064933,4
ISIC_0059804,4
ISIC_0055334,1
ISIC_0032149,4
ISIC_0062967,1
ISIC_0059613,2
ISIC_0066837,1
ISIC_0072424,4
ISIC_0033810,3
ISIC_0025956,5
ISIC_0061532,4
