image_id,label
ISIC_0031781,1
ISIC_0027620,0
ISIC_0029701,1
ISIC_0031804,1
ISIC_0027474,1
ISIC_0031187,1
ISIC_0028374,1
ISIC_0030984,1
ISIC_0027541,1
ISIC_0031509,1
ISIC_0026026,1
ISIC_0027434,1
ISIC_0029186,1
ISIC_0029262,1
ISIC_0028789,1
ISIC_0025922,1
ISIC_0031414,1
ISIC_0024611,1
ISIC_0027940,1
ISIC_0028587,4
ISIC_0028888,1
ISIC_0031503,1
ISIC_0029285,1
ISIC_0024643,4
ISIC_0026509,1
ISIC_0032011,1
ISIC_0030104,6
ISIC_0031856,1
ISIC_0028986,1
ISIC_0026355,1
ISIC_0026944,1
ISIC_0029788,1
ISIC_0026003,1
ISIC_0029738,1
ISIC_0032133,1
ISIC_0031898,1
ISIC_0029380,1
ISIC_0030478,1
ISIC_0026723,1
ISIC_0031371,1
ISIC_0030148,1
ISIC_0028572,1
ISIC_0031467,1
ISIC_0025538,1
ISIC_0030955,1
ISIC_0024502,1
ISIC_0030887,1
ISIC_0029198,1
ISIC_0032353,1
ISIC_0029631,1
ISIC_0026307,1
ISIC_0030153,1
ISIC_0031589,1
ISIC_0026109,1
ISIC_0027763,1
ISIC_0030351,1
ISIC_0030220,1
ISIC_0028277,1
ISIC_0031776,1
ISIC_0028475,1
ISIC_0030587,1
ISIC_0031320,1
ISIC_0025817,1
ISIC_0025634,1
ISIC_0027938,1
ISIC_0031884,1
ISIC_0032057,6
ISIC_0029939,1
ISIC_0024399,1
ISIC_0026470,1
ISIC_0027866,1
ISIC_0025654,4
ISIC_0031010,1
ISIC_0032440,1
ISIC_0028185,1
ISIC_0030111,1
ISIC_0026918,1
ISIC_0032115,1
ISIC_0024523,1
ISIC_0028855,1
ISIC_0026495,1
ISIC_0028169,1
ISIC_0032229,1
ISIC_0026472,1
ISIC_0024384,1
ISIC_0031370,1
ISIC_0028386,4
ISIC_0025356,1
ISIC_0030166,1
ISIC_0028448,4
ISIC_0024671,1
ISIC_0031533,1
ISIC_0024638,1
ISIC_0024636,1
ISIC_0030680,1
ISIC_0032453,1
ISIC_0027273,1
ISIC_0028068,1
ISIC_0029935,1
ISIC_0031818,1
ISIC_0031325,1
ISIC_0029058,1
ISIC_0031673,1
ISIC_0024660,1
ISIC_0030213,1
ISIC_0026642,1
ISIC_0025251,1
ISIC_0026119,1
ISIC_0029635,1
ISIC_0024817,1
ISIC_0028456,1
ISIC_0030718,1
ISIC_0031912,1
ISIC_0029890,1
ISIC_0026058,1
ISIC_0031860,1
ISIC_0027508,1
ISIC_0025952,1
ISIC_0031165,1
ISIC_0031137,1
ISIC_0032271,4
ISIC_0027664,1
ISIC_0028083,1
ISIC_0025872,1
ISIC_0030022,1
ISIC_0025044,1
ISIC_0031364,1
ISIC_0029293,1
ISIC_0026357,1
ISIC_0026256,1
ISIC_0028244,1
ISIC_0031763,1
ISIC_0030218,1
ISIC_0030034,0
ISIC_0024585,1
ISIC_0031097,1
ISIC_0031999,0
ISIC_0031383,1
ISIC_0032213,1
ISIC_0030838,1
ISIC_0026051,1
ISIC_0031332,1
ISIC_0027491,1
ISIC_0030488,4
ISIC_0031257,5
ISIC_0029734,1
ISIC_0026225,1
ISIC_0026688,1
ISIC_0028959,1
ISIC_0025900,1
ISIC_0027636,1
ISIC_0027823,1
ISIC_0024649,1
ISIC_0028912,1
ISIC_0026137,1
ISIC_0030750,1
ISIC_0029815,1
